query,cluster,type,n_chars,n_tokens,mean_tok_len,frac_latin,frac_digit,frac_vowel,max_char_run,dict_coverage,mean_edit_dist,oddness
dove автозагар,5,норма · длинные слова,14,2,6.5,0.3076923076923077,0.0,0.4444444444444444,1,1.0,0.0,6.540023269946222
укрепляйка,2,искажённое слово,10,1,10.0,0.0,0.0,0.4,1,0.0,0.2,6.29076203658185
грудка в кляре,1,норма · 2 слова,14,3,4.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.133589060775483
моменто,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.375,5.3817894221279845
чипсы хлеб,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.4917536755478125
зубная детской,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,5.96532284755402
кабачковая,5,норма · длинные слова,10,1,10.0,0.0,0.0,0.5,1,1.0,0.0,5.551279328944696
творожные пончики,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.4375,1,1.0,0.0,5.588887930885918
baby fox,0,латиница,8,2,3.5,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
чипсы кукурузные,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4666666666666667,1,1.0,0.0,6.39427756497007
антисептик самокат,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.4117647058823529,1,1.0,0.0,5.983392742261792
кофе barista,1,норма · 2 слова,12,2,5.5,0.6363636363636364,0.0,0.5,1,1.0,0.0,5.243687673314304
виноград для,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,5.962035376507855
сухаки,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.16666666666666666,5.474407610002941
горки колбас,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,5.64938722416954
ростикс км,9,фраза с искажением,10,2,4.5,0.0,0.0,0.2222222222222222,1,0.5,0.2857142857142857,6.326356286321811
snaq fabriq milky,0,латиница,17,3,5.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
растишка три,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,5.743156400476965
для пасты гнезда,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,1.0,0.0,6.586733546993106
минирпль,2,искажённое слово,8,1,8.0,0.0,0.0,0.25,1,0.0,0.375,6.265663852576306
чеьу,2,искажённое слово,4,1,4.0,0.0,0.0,0.5,1,0.0,0.4,10.533695634321921
ежедневный пребиотик,5,норма · длинные слова,20,2,9.5,0.0,0.0,0.42105263157894735,1,1.0,0.0,6.451649026082919
копченые крышки,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.7432377134353105
чупа чупс у,9,фраза с искажением,11,3,3.0,0.0,0.0,0.4444444444444444,1,0.3333333333333333,0.25,7.384249171532938
сахарзаменит,2,искажённое слово,12,1,12.0,0.0,0.0,0.4166666666666667,1,0.0,0.25,6.012429204571197
блины с витчиной,9,фраза с искажением,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,0.6666666666666666,0.125,6.045541396071245
шот имбиря,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.552416365310114
шампунь  женский,4,норма · удвоенная буква,16,2,7.0,0.0,0.0,0.2857142857142857,2,1.0,0.0,6.805552472906007
хотдог,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.4444444444444444,6.483359511839034
грудка куриную,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,6.541421080023467
соус терряки,4,норма · удвоенная буква,12,2,5.5,0.0,0.0,0.45454545454545453,2,0.5,0.14285714285714285,6.257517855994429
малина замороженный,4,норма · удвоенная буква,19,2,9.0,0.0,0.0,0.4444444444444444,2,1.0,0.0,5.264699972049122
twix,0,латиница,4,1,4.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
форма для выпечк,9,фраза с искажением,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,0.6666666666666666,0.14285714285714285,6.774362792806636
куриные желудки,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.5,1,1.0,0.0,5.620211637673174
ониги,2,искажённое слово,5,1,5.0,0.0,0.0,0.6,1,0.0,0.2,5.395652115483613
ци,3,норма · 1 слово,2,1,2.0,0.0,0.0,0.5,1,1.0,0.0,6.023658936328773
соус терики,9,фраза с искажением,11,2,5.0,0.0,0.0,0.5,1,0.5,0.14285714285714285,5.380637357616216
хлеб точтовфй,9,фраза с искажением,13,2,6.0,0.0,0.0,0.25,1,0.5,0.25,8.261153119929975
анчоусы,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.5714285714285714,1,1.0,0.0,6.752335118615223
кранчирс,2,искажённое слово,8,1,8.0,0.0,0.0,0.25,1,0.0,0.25,5.978347889032032
кола,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,4.6386090736716055
своими шарики,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.5,1,1.0,0.0,6.148334993655833
лапша расен,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.2,5.959527567134834
пищевая сожа,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.5454545454545454,1,1.0,0.0,6.098405367975995
карбанаоа,2,искажённое слово,9,1,9.0,0.0,0.0,0.5555555555555556,1,0.0,0.2222222222222222,6.329957813820636
спаг,2,искажённое слово,4,1,4.0,0.0,0.0,0.25,1,0.0,0.25,6.187115904541591
мытья,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,6.343581204434384
руккола,4,норма · удвоенная буква,7,1,7.0,0.0,0.0,0.42857142857142855,2,1.0,0.0,5.891782658737916
фруто банан,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.2,6.0997021314157
новогодние сладости,5,норма · длинные слова,19,2,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.532719839092667
пастаз,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.16666666666666666,5.818457564353749
грудиг,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.2857142857142857,6.048507956193553
бритвы gillette,4,норма · удвоенная буква,15,2,7.0,0.5714285714285714,0.0,0.3333333333333333,2,1.0,0.0,5.612963358107602
драйв с лаймом,1,норма · 2 слова,14,3,4.0,0.0,0.0,0.25,1,1.0,0.0,6.906793285873291
колбаса вязанка классическая,4,норма · удвоенная буква,28,3,8.666666666666666,0.0,0.0,0.4230769230769231,2,1.0,0.0,5.96136447183684
бекон через,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,5.905907400793452
колбаска для гриля,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.375,1,1.0,0.0,5.606040658161725
тостовый,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.375,1,1.0,0.0,5.3054869298814875
agama,0,латиница,5,1,5.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
фрукты из таиланда,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.4375,1,1.0,0.0,7.20146830118263
чизкейк из,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.407928022113166
вореник,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.25,5.330254013695427
селтдере,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.2222222222222222,5.92401722534076
контейнер и,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,5.5255856522463125
конфеты петушок золотой гребешок,7,норма · фраза,32,4,7.25,0.0,0.0,0.41379310344827586,1,1.0,0.0,6.526943721004241
фрукты 600,8,запрос с числом,10,1,6.0,0.0,0.3,0.3333333333333333,2,1.0,0.0,6.105538958607249
картофельбеби,2,искажённое слово,13,1,13.0,0.0,0.0,0.38461538461538464,1,0.0,0.23076923076923078,6.115778235631632
мороженое дубай,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.5,1,1.0,0.0,5.542475951619219
фасоль красная консервы,7,норма · фраза,23,3,7.0,0.0,0.0,0.38095238095238093,1,1.0,0.0,6.043796422306136
горох молодой,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.917000796977101
рефтинская голень,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.375,1,1.0,0.0,6.23079188865699
карпа,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.843931692627351
мисте,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.2,5.313203381886501
remover для снятия ресниц,7,норма · фраза,25,4,5.5,0.3181818181818182,0.0,0.4,1,1.0,0.0,6.274391861346508
протеиновый ко,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,5.633277139410624
азерчай,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.674035861033185
a4,6,код / артикул,2,1,1.0,1.0,0.5,0.0,1,1.0,0.0,16.123358179532573
бальзамический с,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.11987485167778
рикотники,2,искажённое слово,9,1,9.0,0.0,0.0,0.4444444444444444,1,0.0,0.3333333333333333,5.371952935776493
аво,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.6666666666666666,1,1.0,0.0,5.97967790947689
петушо,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.14285714285714285,6.05750066292353
онигири в кл,9,фраза с искажением,12,3,3.3333333333333335,0.0,0.0,0.4,1,0.6666666666666666,0.5,5.987589632936676
toledo,0,латиница,6,1,6.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
расчёт,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,7.2153914099835275
креветки  оч,10,искажённое слово · вставки/удвоения,12,2,5.0,0.0,0.0,0.4,2,0.5,0.5,6.109044064805139
семечки бо,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.0427143160318355
салфетки влажные,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4,1,1.0,0.0,5.754618703608018
печеньки choco,5,норма · длинные слова,14,2,6.5,0.38461538461538464,0.0,0.375,1,1.0,0.0,5.980117538291354
тыквен,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,6.691832108292152
болоньезе,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.864026453422791
casademont,0,латиница,10,1,10.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
"вода детская 0,5",8,запрос с числом,16,2,5.5,0.0,0.125,0.45454545454545453,1,1.0,0.0,5.315320115108906
агуша с бананом,1,норма · 2 слова,15,3,4.333333333333333,0.0,0.0,0.46153846153846156,1,1.0,0.0,6.381509645786957
свекла,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.712131443627328
тоник грана,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,5.571928091341859
апельсин красный,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.00961262300668
брусничный,5,норма · длинные слова,10,1,10.0,0.0,0.0,0.3,1,1.0,0.0,5.7701328700405705
китайский л,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,6.030598897802756
яблоки нрен,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.25,6.87821296372504
ананас конскр,9,фраза с искажением,13,2,6.0,0.0,0.0,0.3333333333333333,1,0.5,0.3333333333333333,5.508484104142644
палмо,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.2857142857142857,6.549954482974471
сок 3 литр,8,запрос с числом,10,2,3.5,0.0,0.1,0.2857142857142857,1,1.0,0.0,5.720400187171556
кадаи,2,искажённое слово,5,1,5.0,0.0,0.0,0.6,1,0.0,0.3333333333333333,5.817235789636476
малина в шт,1,норма · 2 слова,11,3,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.190421733969375
cornetto,11,латиница · удвоения,8,1,8.0,1.0,0.0,0.0,2,0.0,0.0,16.123358179532573
хлеб пшенично рж,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.2857142857142857,1,1.0,0.0,6.729559016127501
лапшычка,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.375,7.265270469283465
снеки кетчуп,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.470237235536505
еда за 3,8,запрос с числом,8,2,2.5,0.0,0.125,0.6,1,1.0,0.0,6.290651880944701
каша пшенач,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.3333333333333333,6.519233731889253
злаковый,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.375,1,1.0,0.0,5.718831997389745
шарики,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,5.438748106665434
кореандр,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.125,6.238352124058726
печеноян,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.25,6.3453947481750355
круа,2,искажённое слово,4,1,4.0,0.0,0.0,0.5,1,0.0,0.2,5.661601852770476
сушоная икра,9,фраза с искажением,12,2,5.5,0.0,0.0,0.5454545454545454,1,0.5,0.14285714285714285,5.926911252864929
горчичное масло сарепта,7,норма · фраза,23,3,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.9568648152149395
сок яблочный 2л,1,норма · 2 слова,15,3,4.0,0.0,0.06666666666666667,0.3333333333333333,1,1.0,0.0,6.623520313835521
постный,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,1.0,0.0,5.29583308742966
вегетка,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2857142857142857,5.905305281542198
контейнер пласти,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.86252409632146
пельмени село,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.707447407039057
мусс творожный,4,норма · удвоенная буква,14,2,6.5,0.0,0.0,0.3076923076923077,2,1.0,0.0,5.533652991770089
чупачкпм,2,искажённое слово,8,1,8.0,0.0,0.0,0.25,1,0.0,0.5,8.155200149684601
детская смесь nestogen,7,норма · фраза,22,3,6.666666666666667,0.4,0.0,0.3333333333333333,1,1.0,0.0,5.962335884448406
печенье яблок,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.385105091191264
творожно сметанный самокат,4,норма · удвоенная буква,26,3,8.0,0.0,0.0,0.375,2,1.0,0.0,5.561714042010943
колбаса варе,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,5.4957660484884165
тыквенная,4,норма · удвоенная буква,9,1,9.0,0.0,0.0,0.4444444444444444,2,1.0,0.0,5.958556452467387
пицца готовая с,4,норма · удвоенная буква,15,3,4.333333333333333,0.0,0.0,0.46153846153846156,2,1.0,0.0,6.056718475458666
разрыхдите,2,искажённое слово,10,1,10.0,0.0,0.0,0.4,1,0.0,0.25,6.9001191413894425
horner s,0,латиница,8,2,3.5,1.0,0.0,0.0,1,0.5,0.0,16.123358179532573
зефир,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,7.02627482725921
китайский сладости,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.35294117647058826,1,1.0,0.0,5.759981016260236
с котлетой по киевски,7,норма · фраза,21,4,4.5,0.0,0.0,0.3888888888888889,1,1.0,0.0,5.822770768127043
куриная грудуа,9,фраза с искажением,14,2,6.5,0.0,0.0,0.5384615384615384,1,0.5,0.16666666666666666,5.8999912467988604
средство для промывания раковины,7,норма · фраза,32,4,7.25,0.0,0.0,0.41379310344827586,1,1.0,0.0,5.800130475388699
zara,0,латиница,4,1,4.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
напиток самокат лимон лайм,7,норма · фраза,26,4,5.75,0.0,0.0,0.391304347826087,1,1.0,0.0,6.251705718858299
зерновой jardin,5,норма · длинные слова,15,2,7.0,0.42857142857142855,0.0,0.375,1,1.0,0.0,5.63977510949005
апельсиновый тик так,7,норма · фраза,20,3,6.0,0.0,0.0,0.3888888888888889,1,1.0,0.0,6.1388432325549545
чернослив пюре,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.465854857443046
